prompt_variant,word_normalized,feature_text_normalized,feature_text_example,response_frequency,valid_response_count,response_proportion
A,cart,varies in size and shape,varies in size and shape,11,20,0.55
A,cat,can be a house pet,can be a house pet,1,20,0.05
A,cat,can be a pet,can be a pet,1,20,0.05
A,cat,can be domesticated,can be domesticated,1,20,0.05
A,cat,can be independent,can be independent,2,20,0.1
A,cat,can be kept as a pet,can be kept as a pet,2,20,0.1
A,cat,can climb trees,can climb trees,7,20,0.35
A,cat,can purr,can purr,11,20,0.55
A,cat,can retract claws,can retract claws,1,20,0.05
A,cat,can retract its claws,can retract its claws,1,20,0.05
A,cat,chase mice,chase mice,1,20,0.05
A,cat,chases mice,chases mice,7,20,0.35
A,cat,climbs trees,climbs trees,2,20,0.1
A,cat,comes in many colors,comes in many colors,5,20,0.25
A,cat,comes in many colors and patterns,comes in many colors and patterns,1,20,0.05
A,cat,comes in various colors,comes in various colors,6,20,0.3
A,cat,eats cat food,eats cat food,2,20,0.1
A,cat,enjoys napping,enjoys napping,1,20,0.05
A,cat,enjoys playing with toys,enjoys playing with toys,1,20,0.05
A,cat,enjoys scratching,enjoys scratching,2,20,0.1
A,cat,enjoys scratching posts,enjoys scratching posts,2,20,0.1
A,cat,enjoys scratching surfaces,enjoys scratching surfaces,1,20,0.05
A,cat,enjoys sleeping,enjoys sleeping,4,20,0.2
A,cat,enjoys sleeping a lot,enjoys sleeping a lot,1,20,0.05
A,cat,enjoys sleeping in sunny spots,enjoys sleeping in sunny spots,2,20,0.1
A,cat,has a flexible spine,has a flexible spine,1,20,0.05
A,cat,has a tail,has a tail,1,20,0.05
A,cat,has fur,has fur,20,20,1.0
A,cat,has retractable claws,has retractable claws,13,20,0.65
A,cat,has sharp teeth,has sharp teeth,3,20,0.15
A,cat,has whiskers,has whiskers,20,20,1.0
A,cat,hunts mice,hunts mice,3,20,0.15
A,cat,hunts small animals,hunts small animals,8,20,0.4
A,cat,independent nature,independent nature,3,20,0.15
A,cat,independent personality,independent personality,1,20,0.05
A,cat,is a common household pet,is a common household pet,1,20,0.05
A,cat,is a common pet,is a common pet,3,20,0.15
A,cat,is independent,is independent,1,20,0.05
A,cat,is often curious,is often curious,1,20,0.05
A,cat,is often kept as a pet,is often kept as a pet,3,20,0.15
A,cat,meows,meows,20,20,1.0
A,cat,often kept as a pet,often kept as a pet,8,20,0.4
A,cat,often naps in sunny spots,often naps in sunny spots,3,20,0.15
A,cat,often purrs when petted,often purrs when petted,1,20,0.05
A,cat,often sleeps a lot,often sleeps a lot,1,20,0.05
A,cat,often uses a litter box,often uses a litter box,1,20,0.05
A,cat,paws have claws,paws have claws,1,20,0.05
A,cat,paws with claws,paws with claws,1,20,0.05
A,cat,purr when content,purr when content,1,20,0.05
A,cat,purr when happy,purr when happy,1,20,0.05
A,cat,purrs when content,purrs when content,1,20,0.05
A,cat,purrs when petted,purrs when petted,3,20,0.15
A,cat,sharp claws,sharp claws,4,20,0.2
A,cat,sharp teeth,sharp teeth,1,20,0.05
A,cat,uses a litter box,uses a litter box,4,20,0.2
A,cat,various breeds,various breeds,2,20,0.1
A,caterpillar,can be a pest for crops,can be a pest for crops,1,20,0.05
A,caterpillar,can be a pest for plants,can be a pest for plants,2,20,0.1
A,caterpillar,can be brightly colored,can be brightly colored,1,20,0.05
A,caterpillar,can be colorful,can be colorful,1,20,0.05
A,caterpillar,can be food for birds,can be food for birds,1,20,0.05
A,caterpillar,can be found in gardens,can be found in gardens,8,20,0.4
A,caterpillar,can be found in gardens and forests,can be found in gardens and forests,1,20,0.05
A,caterpillar,can be hairy,can be hairy,3,20,0.15
A,caterpillar,can be harmful to crops,can be harmful to crops,1,20,0.05
A,caterpillar,can have bright colors,can have bright colors,1,20,0.05
A,caterpillar,can have hairs or spines,can have hairs or spines,5,20,0.25
A,caterpillar,can spin silk,can spin silk,1,20,0.05
A,caterpillar,eats leaves,eats leaves,20,20,1.0
A,caterpillar,found in gardens and forests,found in gardens and forests,6,20,0.3
A,caterpillar,found on plants,found on plants,2,20,0.1
A,caterpillar,goes through metamorphosis,goes through metamorphosis,9,20,0.45
A,caterpillar,has a head capsule,has a head capsule,1,20,0.05
A,caterpillar,has a soft body,has a soft body,15,20,0.75
A,caterpillar,has antennae,has antennae,4,20,0.2
A,caterpillar,has hairy or spiky body,has hairy or spiky body,1,20,0.05
A,caterpillar,has legs,has legs,1,20,0.05
A,caterpillar,has legs along its body,has legs along its body,1,20,0.05
A,caterpillar,has many segments,has many segments,20,20,1.0
A,caterpillar,has prolegs for walking,has prolegs for walking,1,20,0.05
A,caterpillar,has small legs,has small legs,2,20,0.1
A,caterpillar,has tiny legs,has tiny legs,7,20,0.35
A,caterpillar,lays eggs,lays eggs,7,20,0.35
A,caterpillar,lays eggs that hatch into more caterpillars,lays eggs that hatch into more caterpillars,3,20,0.15
A,caterpillar,moves by crawling,moves by crawling,12,20,0.6
A,caterpillar,moves by wiggling,moves by wiggling,2,20,0.1
A,caterpillar,moves by wriggling,moves by wriggling,6,20,0.3
A,caterpillar,often found in gardens,often found in gardens,1,20,0.05
A,caterpillar,often found on plants,often found on plants,2,20,0.1
A,caterpillar,often green,often green,1,20,0.05
A,caterpillar,often green in color,often green in color,1,20,0.05
A,caterpillar,often green or brown,often green or brown,3,20,0.15
A,caterpillar,often has bright colors,often has bright colors,9,20,0.45
A,caterpillar,often has colorful patterns,often has colorful patterns,3,20,0.15
A,caterpillar,pupates in a cocoon,pupates in a cocoon,1,20,0.05
A,caterpillar,some are hairy,some are hairy,1,20,0.05
A,caterpillar,some can be pests,some can be pests,1,20,0.05
A,caterpillar,some can be poisonous to touch,some can be poisonous to touch,1,20,0.05
A,caterpillar,sometimes becomes a moth,sometimes becomes a moth,1,20,0.05
A,caterpillar,sometimes has hairs or spikes,sometimes has hairs or spikes,1,20,0.05
A,caterpillar,sometimes has hairs or spines,sometimes has hairs or spines,4,20,0.2
A,caterpillar,sometimes spins a cocoon,sometimes spins a cocoon,2,20,0.1
A,caterpillar,transforms into a butterfly,transforms into a butterfly,19,20,0.95
A,caterpillar,transforms into a butterfly or moth,transforms into a butterfly or moth,1,20,0.05
A,caterpillar,undergoes metamorphosis,undergoes metamorphosis,2,20,0.1
A,cello,associated with classical music,associated with classical music,4,20,0.2
A,cello,can be played pizzicato,can be played pizzicato,3,20,0.15
A,cello,can be played solo or in ensembles,can be played solo or in ensembles,14,20,0.7
A,cello,can be solo or ensemble instrument,can be solo or ensemble instrument,3,20,0.15
A,cello,common in orchestras,common in orchestras,2,20,0.1
A,cello,"deep, rich sound","deep, rich sound",6,20,0.3
A,cello,has a curved back,has a curved back,1,20,0.05
A,cello,has a curved bridge,has a curved bridge,1,20,0.05
A,cello,has a hollow body for resonance,has a hollow body for resonance,1,20,0.05
A,cello,has a scroll at the top,has a scroll at the top,7,20,0.35
A,cello,has a wide range of notes,has a wide range of notes,1,20,0.05
A,cello,has an endpin,has an endpin,1,20,0.05
A,cello,has an endpin for support,has an endpin for support,3,20,0.15
A,cello,has four strings,has four strings,20,20,1.0
A,cello,large stringed instrument,large stringed instrument,20,20,1.0
A,cello,made of wood,made of wood,19,20,0.95
A,cello,often made of wood,often made of wood,1,20,0.05
A,cello,often used in classical music,often used in classical music,2,20,0.1
A,cello,often used in orchestras,often used in orchestras,13,20,0.65
A,cello,played with a bow,played with a bow,20,20,1.0
A,cello,produces a wide range of notes,produces a wide range of notes,1,20,0.05
A,cello,"produces deep, rich tones","produces deep, rich tones",10,20,0.5
A,cello,produces notes lower than a violin,produces notes lower than a violin,1,20,0.05
A,cello,requires an endpin for support,requires an endpin for support,1,20,0.05
A,cello,requires an endpin to support it,requires an endpin to support it,7,20,0.35
A,cello,requires an endpin to support its weight,requires an endpin to support its weight,2,20,0.1
A,cello,requires rosin on the bow,requires rosin on the bow,2,20,0.1
A,cello,rests on the floor,rests on the floor,3,20,0.15
A,cello,rests on the floor when played,rests on the floor when played,1,20,0.05
A,cello,rests on the floor while playing,rests on the floor while playing,10,20,0.5
A,cello,rests on the floor with an endpin,rests on the floor with an endpin,1,20,0.05
A,cello,rests on the ground while playing,rests on the ground while playing,1,20,0.05
A,cello,"rich, deep sound","rich, deep sound",4,20,0.2
A,cello,tuned in perfect fifths,tuned in perfect fifths,1,20,0.05
A,cello,used in classical and contemporary music,used in classical and contemporary music,1,20,0.05
A,cello,used in classical music,used in classical music,3,20,0.15
A,cello,used in orchestras and chamber music,used in orchestras and chamber music,5,20,0.25
A,cello,usually rests on the floor,usually rests on the floor,3,20,0.15
A,cello,usually stands on the floor,usually stands on the floor,1,20,0.05
A,centipede,body is segmented,body is segmented,2,20,0.1
A,centipede,can be brown or red,can be brown or red,8,20,0.4
A,centipede,can be brown or reddish,can be brown or reddish,6,20,0.3
A,centipede,can be brown or reddish in color,can be brown or reddish in color,2,20,0.1
A,centipede,can be found in damp places,can be found in damp places,1,20,0.05
A,centipede,can be found in gardens,can be found in gardens,1,20,0.05
A,centipede,can be found in gardens and forests,can be found in gardens and forests,3,20,0.15
A,centipede,can be found under rocks or logs,can be found under rocks or logs,2,20,0.1
A,centipede,can be nocturnal,can be nocturnal,1,20,0.05
A,centipede,can bite,can bite,2,20,0.1
A,centipede,can bite or sting,can bite or sting,1,20,0.05
A,centipede,can curl into a spiral for defense,can curl into a spiral for defense,2,20,0.1
A,centipede,can curl into a spiral for protection,can curl into a spiral for protection,1,20,0.05
A,centipede,can curl up for protection,can curl up for protection,2,20,0.1
A,centipede,can curl up to protect itself,can curl up to protect itself,1,20,0.05
A,centipede,can curl up when threatened,can curl up when threatened,5,20,0.25
A,centipede,can regenerate lost segments,can regenerate lost segments,1,20,0.05
A,centipede,eats insects,eats insects,1,20,0.05
A,centipede,eats insects and small invertebrates,eats insects and small invertebrates,4,20,0.2
A,centipede,eats small insects,eats small insects,7,20,0.35
A,centipede,eats small insects and other invertebrates,eats small insects and other invertebrates,4,20,0.2
A,centipede,found in damp environments,found in damp environments,1,20,0.05
A,centipede,found in damp places,found in damp places,3,20,0.15
A,centipede,found in various environments worldwide,found in various environments worldwide,2,20,0.1
A,centipede,found in various habitats worldwide,found in various habitats worldwide,3,20,0.15
A,centipede,"has a long, segmented body","has a long, segmented body",5,20,0.25
A,centipede,has antennae,has antennae,1,20,0.05
A,centipede,has antennae on its head,has antennae on its head,1,20,0.05
A,centipede,has many legs,has many legs,20,20,1.0
A,centipede,is an arthropod,is an arthropod,5,20,0.25
A,centipede,lays eggs,lays eggs,12,20,0.6
A,centipede,lives in damp places,lives in damp places,1,20,0.05
A,centipede,"lives in soil, leaf litter, and under rocks","lives in soil, leaf litter, and under rocks",1,20,0.05
