word_key,word_forms,n_occurrences,n_sources,roles,appears_as_critical_distractor,appears_as_list_word,source_papers,datasets,critical_distractor_for_lists,list_word_in_lists,associated_critical_items_when_list_word,mean_item_log_frequency_available,mean_item_BAS_to_critical_available,mean_item_FAS_from_critical_available,occurrences_json
dentist,Dentist; dentist,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::crowd; roediger2001_55::doctor,crowd; doctor,1.69369801439651,0.214,0.02,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::crowd"", ""critical_item"": ""Crowd"", ""role"": ""list_word"", ""position"": ""T2""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::doctor"", ""critical_item"": ""doctor"", ""role"": ""list_word"", ""position"": ""T7""}]"
deny,Deny,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::accept,accept,1.46,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::accept"", ""critical_item"": ""Accept"", ""role"": ""list_word"", ""position"": ""T3""}]"
department,department,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::justice,justice,3.51281775856487,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::justice"", ""critical_item"": ""justice"", ""role"": ""list_word"", ""position"": ""T14""}]"
design,Design,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::design,,,1.86,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::design"", ""critical_item"": ""Design"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
desire,desire,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::wish,wish,3.01494034979294,0.027,0.039,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::wish"", ""critical_item"": ""wish"", ""role"": ""list_word"", ""position"": ""T3""}]"
desk,Desk; desk,3,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::pen; roediger2001_55::chair; roediger2001_55::lamp,chair; lamp; pen,2.786832012222773,0.16199999999999998,0.019,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::pen"", ""critical_item"": ""Pen"", ""role"": ""list_word"", ""position"": ""T2""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::chair"", ""critical_item"": ""chair"", ""role"": ""list_word"", ""position"": ""T6""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::lamp"", ""critical_item"": ""lamp"", ""role"": ""list_word"", ""position"": ""T8""}]"
destroy,Destroy,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::save,save,1.43,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::save"", ""critical_item"": ""Save"", ""role"": ""list_word"", ""position"": ""T3""}]"
determine,Determine,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::determine,,,1.5,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::determine"", ""critical_item"": ""Determine"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
devil,Devil,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::devil,,,1.7,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::devil"", ""critical_item"": ""Devil"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
dictator,dictator,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::king,king,2.03742649794062,0.023,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::king"", ""critical_item"": ""king"", ""role"": ""list_word"", ""position"": ""T6""}]"
different,Different,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::unusual,unusual,2.53,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::unusual"", ""critical_item"": ""Unusual"", ""role"": ""list_word"", ""position"": ""T1""}]"
difficulty,difficulty,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::trouble,trouble,2.45636603312904,0.031,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::trouble"", ""critical_item"": ""trouble"", ""role"": ""list_word"", ""position"": ""T12""}]"
direction,Direction,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::poet,poet,2.03,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::poet"", ""critical_item"": ""Poet"", ""role"": ""list_word"", ""position"": ""T3""}]"
dirt,Dirt,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::ground,ground,1.16,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::ground"", ""critical_item"": ""Ground"", ""role"": ""list_word"", ""position"": ""T1""}]"
disaster,Disaster,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::disaster,,,1.32,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::disaster"", ""critical_item"": ""Disaster"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
disc,Disc,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::record,record,0.92,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::record"", ""critical_item"": ""Record"", ""role"": ""list_word"", ""position"": ""T1""}]"
disease,disease,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::health,health,3.12580645813953,0.0,0.021,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::health"", ""critical_item"": ""health"", ""role"": ""list_word"", ""position"": ""T10""}]"
distance,distance,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::long,long,3.11627558758054,0.15,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::long"", ""critical_item"": ""long"", ""role"": ""list_word"", ""position"": ""T12""}]"
dive,dive,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::high,high,2.81624129999178,0.028,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::high"", ""critical_item"": ""high"", ""role"": ""list_word"", ""position"": ""T14""}]"
do,do,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::command,command,5.49542777003036,0.0,0.014,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::command"", ""critical_item"": ""command"", ""role"": ""list_word"", ""position"": ""T6""}]"
doctor,Doctor; doctor,3,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,brainerd2020_120::doctor; roediger2001_55::doctor,roediger2001_55::health,health,3.46940639081382,0.02,0.049,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::doctor"", ""critical_item"": ""Doctor"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::doctor"", ""critical_item"": ""doctor"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::health"", ""critical_item"": ""health"", ""role"": ""list_word"", ""position"": ""T6""}]"
document,Document,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::contract,contract,1.61,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::contract"", ""critical_item"": ""Contract"", ""role"": ""list_word"", ""position"": ""T2""}]"
dog,dog,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::whistle,whistle,3.99281852006668,0.0,0.016,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::whistle"", ""critical_item"": ""whistle"", ""role"": ""list_word"", ""position"": ""T8""}]"
dolls,dolls,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::girl,girl,2.46239799789896,0.199,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::girl"", ""critical_item"": ""girl"", ""role"": ""list_word"", ""position"": ""T2""}]"
dominate,Dominate,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::control,control,0.76,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::control"", ""critical_item"": ""Control"", ""role"": ""list_word"", ""position"": ""T1""}]"
door,Door; door,3,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::window; roediger2001_55::cottage; roediger2001_55::window,cottage; window,3.65537977575818,0.078,0.0735,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::window"", ""critical_item"": ""Window"", ""role"": ""list_word"", ""position"": ""T1""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cottage"", ""critical_item"": ""cottage"", ""role"": ""list_word"", ""position"": ""T8""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::window"", ""critical_item"": ""window"", ""role"": ""list_word"", ""position"": ""T1""}]"
double,Double,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::train,train,1.86,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::train"", ""critical_item"": ""Train"", ""role"": ""list_word"", ""position"": ""T2""}]"
dough,dough,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::bread,bread,2.90902085421116,0.31,0.058,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::bread"", ""critical_item"": ""bread"", ""role"": ""list_word"", ""position"": ""T10""}]"
dove,Dove,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::disaster,disaster,0.91,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::disaster"", ""critical_item"": ""Disaster"", ""role"": ""list_word"", ""position"": ""T2""}]"
downy,downy,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::soft,soft,1.34242268082221,0.221,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::soft"", ""critical_item"": ""soft"", ""role"": ""list_word"", ""position"": ""T12""}]"
doze,doze,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::sleep,sleep,1.32221929473392,0.682,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::sleep"", ""critical_item"": ""sleep"", ""role"": ""list_word"", ""position"": ""T9""}]"
draft,draft,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::army,army,,0.122,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::army"", ""critical_item"": ""army"", ""role"": ""list_word"", ""position"": ""T6""}]"
drama,Drama,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::act,act,1.4,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::act"", ""critical_item"": ""Act"", ""role"": ""list_word"", ""position"": ""T3""}]"
drawing,Drawing,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::art,art,1.95,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::art"", ""critical_item"": ""Art"", ""role"": ""list_word"", ""position"": ""T4""}]"
dream,dream,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::sleep; roediger2001_55::wish,sleep; wish,3.83244504117411,0.1305,0.1795,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::sleep"", ""critical_item"": ""sleep"", ""role"": ""list_word"", ""position"": ""T5""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::wish"", ""critical_item"": ""wish"", ""role"": ""list_word"", ""position"": ""T2""}]"
dress,dress,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::girl,girl,3.648164778574,0.063,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::girl"", ""critical_item"": ""girl"", ""role"": ""list_word"", ""position"": ""T5""}]"
drink,drink,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::cup; roediger2001_55::whiskey,cup; whiskey,4.10099052306996,0.0055,0.065,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cup"", ""critical_item"": ""cup"", ""role"": ""list_word"", ""position"": ""T13""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::whiskey"", ""critical_item"": ""whiskey"", ""role"": ""list_word"", ""position"": ""T1""}]"
drive,drive,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::car,car,3.89270663780567,0.48,0.122,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::car"", ""critical_item"": ""car"", ""role"": ""list_word"", ""position"": ""T6""}]"
drop,Drop,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::hold,hold,1.79,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::hold"", ""critical_item"": ""Hold"", ""role"": ""list_word"", ""position"": ""T1""}]"
drown,Drown,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::save,save,0.78,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::save"", ""critical_item"": ""Save"", ""role"": ""list_word"", ""position"": ""T4""}]"
drowsy,drowsy,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::sleep,sleep,1.57978359661681,0.551,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::sleep"", ""critical_item"": ""sleep"", ""role"": ""list_word"", ""position"": ""T15""}]"
drug,Drug,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::drug,,,1.45,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::drug"", ""critical_item"": ""Drug"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
drunk,drunk,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::whiskey,whiskey,3.59162103821332,0.0,0.121,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::whiskey"", ""critical_item"": ""whiskey"", ""role"": ""list_word"", ""position"": ""T2""}]"
dull,Dull,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::judge,judge,1.65,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::judge"", ""critical_item"": ""Judge"", ""role"": ""list_word"", ""position"": ""T2""}]"
dump,dump,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::trash,trash,3.16761267272753,0.218,0.013,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::trash"", ""critical_item"": ""trash"", ""role"": ""list_word"", ""position"": ""T12""}]"
duty,Duty,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::rain,rain,2.02,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::rain"", ""critical_item"": ""Rain"", ""role"": ""list_word"", ""position"": ""T2""}]"
