candidate_index,candidate_id,canonical_feature_text,member_phrases,fixed_v3_1_b_cluster_id,fixed_v3_1_b_order,normalization_version,merge_review_status,fixed_v3_1_b_inventory_hash,source_words,source_prompt_families,source_models,source_rounds,source_ids,n_independent_responses,n_source_words,n_source_models,candidate_inventory_hash
165,v4_d72cb3a9f084c509,requires breath control,"[""requires breath control""]",B_f4ea69ccb811,165,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""accordion"", ""bagpipe"", ""bassoon"", ""clarinet"", ""flute"", ""harmonica"", ""recorder"", ""saxophone"", ""trombone"", ""trumpet""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",140,10,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
166,v4_9ff4eb1da7090303,metal construction,"[""metal construction""]",B_f5542d7950c1,166,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""adjustable spanner"", ""bazooka"", ""can opener"", ""chisel"", ""clamp"", ""crowbar"", ""dagger"", ""go-cart"", ""grenade"", ""knife"", ""knuckle dusters"", ""machine gun"", ""percolator"", ""pickaxe"", ""pistol"", ""plough"", ""rifle"", ""scissors"", ""sword"", ""tank"", ""tongs"", ""whisk"", ""wok"", ""wrench""]","[""A"", ""B"", ""C"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",268,24,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
167,v4_c0bc3559ebaeae52,furry,"[""fur"", ""furry"", ""has fur""]",B_fa15809665c0,167,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bat"", ""cat"", ""dog"", ""hamster"", ""monkey"", ""mouse"", ""rabbit"", ""squirrel"", ""wolf""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",553,9,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
168,v4_a9159a209dbf1452,attracted to light,"[""attracted to light"", ""often attracted to light"", ""often attracted to lights""]",B_faca482bbc85,168,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""fly"", ""maybug"", ""mosquito"", ""moth""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",271,4,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
169,v4_9db0a8a280729597,made of fabric,"[""can be made of fabric"", ""made of fabric"", ""often made of fabric"", ""usually made of fabric""]",B_fcdbed9988ec,169,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""(hot air) balloon"", ""apron"", ""bathing suit"", ""blouse"", ""bra"", ""cap"", ""coat"", ""dress"", ""hat"", ""panties"", ""pants"", ""place mat"", ""scarf"", ""shirt"", ""shorts"", ""skirt"", ""socks"", ""t-shirt"", ""tie"", ""towel""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""less_obvious_general"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",739,20,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
170,v4_72dabd4a23b18d7c,can change color,"[""can change color"", ""changes color""]",B_fd4fe3d4b79a,170,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""caterpillar"", ""chameleon"", ""dragonfly"", ""eel"", ""frog"", ""gecko"", ""iguana"", ""leech"", ""lizard"", ""plaice"", ""squid"", ""stickleback"", ""toad""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",318,13,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
171,v4_fccee4d2eeec99d5,slithers,"[""slithering"", ""slithers""]",B_fe05ee2e80d6,171,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""cobra"", ""eel"", ""python"", ""snake"", ""viper""]","[""B""]","[""Qwen2.5-72B-Instruct""]","[""0""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0""]",64,5,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
172,v4_ca57c200998c347a,two wheels,"[""has two wheels"", ""two wheels""]",B_ff38e6e08c71,172,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bicycle"", ""kick scooter"", ""motorbike"", ""motorcycle"", ""scooter""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",585,5,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
173,v4_bace0e08be7541b9,large bird,"[""large bird""]",B_ff3e31d55a10,173,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""ostrich"", ""pelican"", ""stork"", ""turkey""]","[""A"", ""B"", ""C""]","[""Qwen2.5-72B-Instruct""]","[""0""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0""]",286,4,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
174,v4_d298f4ff8c764777,can have a hood,"[""can have a hood"", ""hood"", ""hooded""]",B_ffdea26aebda,174,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""coat"", ""cobra"", ""pullover"", ""stove"", ""sweater""]","[""A"", ""B"", ""C"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",62,5,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
