candidate_id,canonical_feature_text,human_feature,human_feature_retained,mapping_method
v4_83b6c2b6aef73843,"crows are found in a wide range of habitats, from forests to deserts",,False,
v4_773fdd676966be94,crows are found on every continent except antarctica,,False,
v4_ea0a974dc757612e,crows are found on every continent except antarctica and south america,,False,
v4_608bd9949cc4f042,crows are highly adaptable and thrive in urban environments,,False,
v4_c800ee85ecb5dd47,crows are intelligent birds known for using tools,,False,
v4_2c3c0943059db8e8,crows are known for their high intelligence and problem-solving skills,,False,
v4_e798ecd666952bb4,crows are known for their intelligence and problem-solving skills,,False,
v4_087eebc7563d54c6,"crows are known to engage in play behavior, such as sliding down slopes",,False,
v4_0a781181d5317ebf,crows are known to gather in large groups called murders,,False,
v4_4875d485e3578fed,crows are known to mob predators like hawks or owls,,False,
v4_7896b9e33a3e044f,crows are known to mob predators like hawks to drive them away,,False,
v4_0c6c81fd0f8cd328,crows are known to mob predators to drive them away,,False,
v4_34b592bbcea0b8b7,crows are known to play and engage in recreational activities,,False,
v4_c6d2dfea93cd925d,crows are medium-sized birds belonging to the genus corvus,,False,
v4_0a2c0bcbec654c94,crows are monogamous and mate for life,,False,
v4_58771fef35c39952,crows are often associated with superstitions and folklore,,False,
v4_dd354a70b27b5c2e,crows are often seen perched on power lines,,False,
v4_a8f773b964f64584,crows are often seen perched on power lines or trees,,False,
v4_c0a756ca72f84cf4,crows are often seen scavenging for food in garbage,,False,
v4_8967d33d24dfcc97,crows are often seen scavenging for food in garbage dumps,,False,
v4_025833c8948b25fc,"crows are omnivorous, eating a wide variety of plant and animal matter",,False,
v4_2c58b52bac992181,"crows are omnivorous, eating both plant and animal matter",,False,
v4_c9bbe8e144f70ce5,"crows are omnivorous, eating both plants and animals",,False,
v4_deae43239f7f7977,crows are predators of smaller birds and insects,,False,
v4_e89d250a2990f0ab,crows are protected by law in many regions,,False,
v4_2b3f70a6d49e242d,crows are sometimes considered omens or symbols in folklore,,False,
v4_d96523c03e13791f,crows at dawn,,False,
v4_a8ba3ef423c94885,crows belong to the genus corvus within the family corvidae,,False,
v4_9fe5a4798ec1d7de,crows build nests using twigs and other materials,,False,
v4_3801fd1f10f814d3,crows cache food for later consumption,,False,
v4_c74032a269022c1f,"crows cache food for later consumption, showing planning behavior",,False,
v4_bbe7e878f65c191c,crows can be hunted by predators,,False,
v4_f1dcae4a3955a7b9,crows can be trained to perform tasks,,False,
v4_84020c86eeb0ffcb,crows can be trained to perform tasks by humans,,False,
v4_b1e5b1ff1b8a36e9,crows can build nests,,False,
v4_c7d91c6bafe4087b,crows can cache food for later consumption,,False,
v4_b23dd1ebf4d41818,crows can carry objects with their talons,,False,
v4_bb390034da360090,crows can communicate with caws,,False,
v4_0cb9006f35624506,crows can communicate with loud caws,,False,
v4_384c14564c3b92c0,crows can fly,,False,
v4_da5d2ffd311a869a,crows can fly and navigate through various environments,,False,
v4_a63f09ae5b33a8a3,crows can fly long distances,,False,
v4_724acc547cf49370,crows can fly long distances to forage for food,,False,
v4_1776958d701ac86b,crows can fly through the air,,False,
v4_00419287f07918a8,crows can gather in flocks,,False,
v4_acf31d0fcf0372ee,crows can manipulate objects with their feet and beaks,,False,
v4_aabaf3942e45aa64,crows can mimic human speech,,False,
v4_49c55bf17b9860a2,crows can mimic human speech and other sounds,,False,
v4_9855035dc0a7b06b,crows can mimic human speech and other sounds in their environment,,False,
v4_a04d5948289a6337,crows can mimic sounds and voices they hear in their environment,,False,
v4_0aefa0a679e24717,crows can mob predators,,False,
v4_d21824b0d13ee2b3,crows can mob predators to defend territory,,False,
v4_65e8e4f82ea1dbc6,crows can mob predators to defend their territory and young,,False,
v4_e56ccd542ddea1c1,crows can nest in trees or tall structures,,False,
v4_42fba47be1c5aa38,crows can peck at food,,False,
v4_7973008d2f8795f3,crows can peck at food with their beaks,,False,
v4_29b9cfbec7ff61ed,crows can perch on branches,,False,
v4_6134426093eaa8a3,crows can perch on branches or wires,,False,
v4_79e51b6af70f8712,crows can recognize human faces,,False,
v4_aaf7d63b582ac93c,crows can recognize individual human faces,,False,
v4_e6cbf58c6f4bf428,crows can recognize individual human faces and remember them for years,,False,
v4_0a41730538c4c718,crows can roost in groups,,False,
v4_14ce54c2e3fd7520,crows can scavenge for food,,False,
v4_1ba327aca88e59e7,crows can scavenge for food in urban areas,,False,
v4_88d349a84ab98c1e,crows can solve complex problems,,False,
v4_ac0cc877fd78a6d3,crows can solve complex problems and puzzles,,False,
v4_ed02ed0517318a72,crows can solve puzzles to obtain food,,False,
v4_f5969c1ca2383519,crows can store and cache food for later consumption,,False,
v4_c2e012defc4c6ffd,crows can store food for later consumption,,False,
v4_37f0cc02be8d8681,crows can use and modify tools to obtain food or solve problems,,False,
v4_622b611437295a51,crows can use tools to obtain food,,False,
v4_24f2eeecca9cb3e7,crows can use tools to solve problems,,False,
v4_0d932c6da21e3ca9,crows communicate with a variety of calls and caws,,False,
v4_b377253596c67a06,crows communicate with complex vocalizations,,False,
v4_a2cc43d788287b8d,crows communicate with complex vocalizations to warn of danger,,False,
v4_b51a77b7389a3b63,crows defend their territory against intruders,,False,
v4_3ce218c50a8c2c74,crows engage in play behavior,,False,
v4_cc4ea74e200640dd,"crows engage in play behavior, such as sliding down slopes",,False,
v4_9b48350d37ebe075,"crows engage in play, such as sliding down slopes",,False,
v4_46df391d338c69ab,crows form communal roosts for protection and social interaction,,False,
v4_3c25e5d4dcfe41a0,crows form social bonds and cooperate in groups,,False,
v4_b1c6154c661f7fba,crows frequently feed on carrion and garbage,,False,
v4_eea9929a4fa01efb,"crows gather in large groups, especially in the evening",,False,
v4_c3994dc0ac647794,crows have a complex social structure and communicate with various calls,,False,
v4_271cee50120cf9a3,crows have a complex social structure and live in family groups,,False,
v4_e8ce17de4d360ea6,crows have a complex social structure with hierarchies,,False,
v4_85854e8a0ed84eb9,"crows have a distinctive black plumage and strong, heavy bills",,False,
v4_90ea78962dec415c,crows have a distinctive cawing call that is recognized by many people,,False,
v4_4f8945a2a5fdd976,crows have a lifespan of up to 14 years in the wild,,False,
v4_0fcf6f2c945d5453,crows have a strong family structure and care for their young,,False,
v4_7e310109a98e6e09,crows have a strong memory and can recognize individual human faces,,False,
v4_0528d958a99c021f,crows have a wide range of vocalizations beyond simple caws,,False,
v4_23748cf17db03a17,crows in the morning,,False,
v4_acaf697bd6644efb,"crows interact with other bird species, sometimes aggressively",,False,
v4_4b72b204da3ef5b6,"crows interact with other birds, sometimes aggressively",,False,
v4_f79c3d0c8eda3c29,crows loudly,,False,
v4_1b431714223426d1,crows loudly in the morning,,False,
v4_0c36b6878135fc5e,crows nest in trees and sometimes on buildings,,False,
v4_0bed63d26cbfa2ed,crows often form tight-knit social groups and can recognize individual humans,,False,
v4_6a163f2064b521e1,crows often gather in groups called murders,,False,
v4_854bfff1f63921b9,crows often gather in large groups called murders,,False,
v4_598b949cd596c1c2,crows often perch on high vantage points to observe their surroundings,,False,
v4_d716a60ef1a84872,crows often travel in flocks or family groups,,False,
v4_4ab3d951e82019f4,crows often travel in groups or flocks,,False,
v4_06b4947f29cbd1b5,crows often use tools to obtain food,,False,
v4_bead4500c7fb30c7,crows often use tools to solve problems,,False,
v4_3b2cb84a20ebb217,crows perform courtship displays that include coordinated flights,,False,
v4_de631a76539abc80,crows play a role in seed dispersal and ecosystem health,,False,
v4_aa32de2520152fb2,crows play a significant role in folklore and mythology across many cultures,,False,
v4_829ca3e04dd3cd50,crows play with objects and each other,,False,
v4_38d39b661fa9c76c,crows scavenge for food in garbage dumps and fields,,False,
v4_96d7378dbac47d84,crows use their beaks to peck and probe for food,,False,
v4_ed673a26762da019,crows use their beaks to preen feathers and clean themselves,,False,
v4_a0e9c002e2625cef,crows use their feet to grasp and hold onto surfaces,,False,
v4_6659f8550d604254,crows use tools to extract insects from trees,,False,
v4_484455089ee209ca,"crows use tools, such as sticks, to extract food from hard-to-reach places",,False,
v4_fe1283d329a72a73,"crows use tools, such as sticks, to extract insects from crevices",,False,
v4_dec74b84ce989fbc,crushes ice and fruits for smoothies,,False,
v4_5e8b0dcf1642248e,cub care,,False,
v4_7c6e022fdaf7c2b2,cub is born blind and helpless,,False,
v4_be9acc690ccc0c0a,cub rearing,,False,
v4_b99ea8a7a6937c4c,cub rearing is communal,,False,
v4_1d68b867ef24cabe,cub stays with mother,,False,
v4_32f09f7bb7f660e2,cub stays with mother for two years,,False,
v4_725b8ff61b071f88,cub-rearing is a communal activity,,False,
v4_3372c8fb9347f531,cubs are born and raised within the safety of the pride,,False,
v4_5df25196857fd9b1,cubs are born blind,,False,
v4_ee61e48acf54c3da,cubs are born blind and are dependent on their mothers for the first few months,,False,
v4_3c0a8313eb73ee89,cubs are born blind and rely on their mother for the first few months of life,,False,
v4_f2da0c94448cfdcb,cubs are raised collectively by the females in the pride,,False,
v4_3833c8bbbf399959,cubs stay with their mother for about two and a half years,,False,
v4_24e37dd6bf61ba94,cuckoo behavior influences the nesting habits of host birds,,False,
v4_8c483283fa753271,cuckoo belongs to the family cuculidae,,False,
v4_7cb79bccc51a7a4c,cuckoo can be either a ground-dwelling or tree-dwelling bird,,False,
v4_3333346b6166dcf3,cuckoo can exhibit cryptic plumage for camouflage,,False,
v4_84fcdee8f10ea18d,cuckoo can vary in size and color depending on the species,,False,
v4_c74c1d746406825a,cuckoo chicks often evict host eggs or chicks from the nest to secure more food,,False,
v4_2cbf2b45e33de946,cuckoo chicks often outcompete host chicks for food and resources,,False,
v4_fef999e95320ede2,"cuckoo chicks often outcompete host chicks for food and resources, sometimes ejecting them from the nest",,False,
v4_a23de7580020d36a,cuckoo clocks feature a mechanical bird that emerges to announce the hour,,False,
v4_c2036e377905013b,cuckoo feathers are used in decorative crafts,,False,
v4_23c03979374cb0bd,cuckoo has a hooked bill adapted for catching insects,,False,
v4_c696ed5dbdfb563d,cuckoo has a slender body and long tail,,False,
v4_4e523c9bc50cafcd,"cuckoo has a varied diet, including insects and fruits",,False,
v4_616953da287ba7ed,cuckoo includes both old world and new world species,,False,
v4_6e498903c8fadeed,cuckoo is a type of bird,,False,
v4_da89369a97a4a7c6,cuckoo is often associated with spring and summer in folklore,,False,
v4_cf879956aacf994c,cuckoo is primarily insectivorous,,False,
v4_5e1fa6eb487d767a,cuckoo is sometimes associated with the sound of a clock mechanism,,False,
v4_96fd918d3e87903f,cuckoo is sometimes used in clocks to announce the time,,False,
v4_4aa8db1102fe2ec2,cuckoo often exhibits brood parasitism,,False,
v4_4b558d44f117eac5,"cuckoo often practices brood parasitism, laying eggs in the nests of other birds",,False,
v4_4de075ab70eadfde,cuckoo songs are used in nature recordings,,False,
v4_53a1b57a3bf027a6,cuckoo species include the common cuckoo and the greater roadrunner,,False,
v4_a25384d758442fbf,cuckoos are a family of birds known for their distinctive calls,,False,
v4_60ef110b04877840,cuckoos are birds belonging to the family cuculidae,,False,
v4_a6e226f5c02696b7,cuckoos are birds known for laying their eggs in the nests of other bird species,,False,
v4_75af52a6d0cc7c4a,cuckoos are birds known for their distinctive calls,,False,
v4_11f7cf6676aefb6d,cuckoos are found in a variety of habitats across the world,,False,
v4_4d92e9a65043159b,"cuckoos are found in a variety of habitats across the world, including forests, grasslands, and wetlands",,False,
v4_ebe64418090c4985,cuckoos are generally medium-sized birds,,False,
v4_cd513a79e91c7f44,cuckoos are generally solitary outside of the breeding season,,False,
v4_3b1d82fb946be443,cuckoos are known for their distinctive calls,,False,
v4_7022798f87d8129c,"cuckoos are known for their distinctive calls, often imitated in music and folklore",,False,
v4_007e6b3404933261,cuckoos are known for their distinctive two-note call,,False,
v4_5bf03ff7bdffad3c,cuckoos are known for their parasitic breeding behavior,,False,
v4_81b5672a6c4cf7c3,"cuckoos are medium-sized birds, ranging from 15 to 63 cm in length",,False,
v4_e1fca3348ef9b3b7,cuckoos are migratory birds in many regions,,False,
v4_23e09eb5d2dfda1f,cuckoos are occasionally used as symbols in clocks and timepieces,,False,
v4_84c04a44e5abf681,cuckoos are often associated with folklore and superstition,,False,
v4_98655888e224f027,cuckoos are often associated with spring and summer,,False,
v4_d33ff18b192812f4,cuckoos are often associated with springtime,,False,
v4_1e302b97320d32f7,cuckoos are often associated with springtime and renewal,,False,
