prompt_variant,word_normalized,feature_text_normalized,feature_text_example,response_frequency,valid_response_count,response_proportion
A,pheasant,females are more camouflaged,females are more camouflaged,2,20,0.1
A,pheasant,females are usually brown,females are usually brown,4,20,0.2
A,pheasant,females are usually duller in color,females are usually duller in color,2,20,0.1
A,pheasant,found in woodland and farmland,found in woodland and farmland,2,20,0.1
A,pheasant,found in woodlands and farmlands,found in woodlands and farmlands,2,20,0.1
A,pheasant,found in woodlands and fields,found in woodlands and fields,1,20,0.05
A,pheasant,ground-dwelling,ground-dwelling,3,20,0.15
A,pheasant,ground-dwelling bird,ground-dwelling bird,13,20,0.65
A,pheasant,has colorful feathers,has colorful feathers,2,20,0.1
A,pheasant,has colorful plumage,has colorful plumage,1,20,0.05
A,pheasant,is a game bird,is a game bird,3,20,0.15
A,pheasant,known for its distinctive call,known for its distinctive call,1,20,0.05
A,pheasant,known for their distinctive call,known for their distinctive call,1,20,0.05
A,pheasant,lays eggs,lays eggs,1,20,0.05
A,pheasant,lays eggs in nests on the ground,lays eggs in nests on the ground,1,20,0.05
A,pheasant,lays many eggs,lays many eggs,1,20,0.05
A,pheasant,lives in woodland and farmland,lives in woodland and farmland,1,20,0.05
A,pheasant,long tail,long tail,7,20,0.35
A,pheasant,long tail feathers,long tail feathers,5,20,0.25
A,pheasant,male has a long tail,male has a long tail,3,20,0.15
A,pheasant,male has bright colors,male has bright colors,3,20,0.15
A,pheasant,male has bright plumage,male has bright plumage,2,20,0.1
A,pheasant,male has long tail feathers,male has long tail feathers,4,20,0.2
A,pheasant,male has more vibrant colors,male has more vibrant colors,1,20,0.05
A,pheasant,male has more vibrant colors than female,male has more vibrant colors than female,1,20,0.05
A,pheasant,male has more vibrant plumage,male has more vibrant plumage,1,20,0.05
A,pheasant,males are more colorful than females,males are more colorful than females,3,20,0.15
A,pheasant,males have long tails,males have long tails,1,20,0.05
A,pheasant,males have more vibrant colors,males have more vibrant colors,1,20,0.05
A,pheasant,native to asia,native to Asia,16,20,0.8
A,pheasant,nests on the ground,nests on the ground,1,20,0.05
A,pheasant,often found in woodland edges,often found in woodland edges,1,20,0.05
A,pheasant,often found in woodlands,often found in woodlands,1,20,0.05
A,pheasant,often found in woodlands and farmland,often found in woodlands and farmland,1,20,0.05
A,pheasant,often hunted for sport,often hunted for sport,17,20,0.85
A,pheasant,omnivorous diet,omnivorous diet,13,20,0.65
A,pheasant,primarily herbivorous,primarily herbivorous,1,20,0.05
A,pheasant,typically lives in grasslands and farmlands,typically lives in grasslands and farmlands,1,20,0.05
A,pheasant,used for hunting,used for hunting,2,20,0.1
A,pheasant,used in cuisine,used in cuisine,1,20,0.05
A,pheasant,used in culinary dishes,used in culinary dishes,3,20,0.15
A,pheasant,used in game preserves,used in game preserves,4,20,0.2
A,pheasant,used in traditional cuisine,used in traditional cuisine,3,20,0.15
A,pheasant,used in traditional cuisines,used in traditional cuisines,1,20,0.05
A,piano,can be a grand or upright model,can be a grand or upright model,1,20,0.05
A,piano,can be a grand or upright style,can be a grand or upright style,2,20,0.1
A,piano,can be acoustic or digital,can be acoustic or digital,18,20,0.9
A,piano,can be expensive to purchase and maintain,can be expensive to purchase and maintain,1,20,0.05
A,piano,can be grand or upright,can be grand or upright,1,20,0.05
A,piano,can be grand or upright in design,can be grand or upright in design,1,20,0.05
A,piano,can be played solo or in ensembles,can be played solo or in ensembles,3,20,0.15
A,piano,can be played solo or with other instruments,can be played solo or with other instruments,2,20,0.1
A,piano,can be played with both hands,can be played with both hands,2,20,0.1
A,piano,can be played with both hands and feet (pedals),can be played with both hands and feet (pedals),1,20,0.05
A,piano,can be tuned by adjusting string tension,can be tuned by adjusting string tension,2,20,0.1
A,piano,can be used for accompaniment,can be used for accompaniment,1,20,0.05
A,piano,comes in grand and upright styles,comes in grand and upright styles,1,20,0.05
A,piano,comes in various sizes like grand and upright,comes in various sizes like grand and upright,1,20,0.05
A,piano,commonly found in homes and concert halls,commonly found in homes and concert halls,1,20,0.05
A,piano,commonly found in music schools and homes,commonly found in music schools and homes,1,20,0.05
A,piano,commonly used in classical music,commonly used in classical music,2,20,0.1
A,piano,has a complex internal mechanism,has a complex internal mechanism,1,20,0.05
A,piano,has a range of 88 keys,has a range of 88 keys,1,20,0.05
A,piano,has a range of octaves,has a range of octaves,2,20,0.1
A,piano,has a range of over seven octaves,has a range of over seven octaves,1,20,0.05
A,piano,has a resonant wooden body,has a resonant wooden body,1,20,0.05
A,piano,has a wide range of dynamics and expressions,has a wide range of dynamics and expressions,1,20,0.05
A,piano,has a wide range of notes,has a wide range of notes,1,20,0.05
A,piano,has black and white keys,has black and white keys,10,20,0.5
A,piano,has keys for playing notes,has keys for playing notes,3,20,0.15
A,piano,has keys that are pressed to produce sound,has keys that are pressed to produce sound,1,20,0.05
A,piano,has pedals for sustain and dampening,has pedals for sustain and dampening,2,20,0.1
A,piano,has pedals for sustain and damping,has pedals for sustain and damping,7,20,0.35
A,piano,has pedals for sustain and dynamics,has pedals for sustain and dynamics,3,20,0.15
A,piano,has pedals to control sustain and dynamics,has pedals to control sustain and dynamics,1,20,0.05
A,piano,has pedals to modify sound,has pedals to modify sound,1,20,0.05
A,piano,is a common instrument in classical music,is a common instrument in classical music,1,20,0.05
A,piano,is a common instrument in orchestras,is a common instrument in orchestras,1,20,0.05
A,piano,is a musical instrument,is a musical instrument,2,20,0.1
A,piano,is a polyphonic instrument,is a polyphonic instrument,4,20,0.2
A,piano,is a polyphonic instrument capable of playing multiple notes simultaneously,is a polyphonic instrument capable of playing multiple notes simultaneously,1,20,0.05
A,piano,is a versatile instrument for various genres,is a versatile instrument for various genres,1,20,0.05
A,piano,is made of wood and metal,is made of wood and metal,1,20,0.05
A,piano,is often found in concert halls and homes,is often found in concert halls and homes,1,20,0.05
A,piano,is played by pressing keys,is played by pressing keys,1,20,0.05
A,piano,is typically large and heavy,is typically large and heavy,1,20,0.05
A,piano,is used in solo performances and ensembles,is used in solo performances and ensembles,1,20,0.05
A,piano,made of wood and metal components,made of wood and metal components,1,20,0.05
A,piano,may have pedals for sustain and damping,may have pedals for sustain and damping,1,20,0.05
A,piano,often found in concert halls,often found in concert halls,1,20,0.05
A,piano,often found in concert halls and homes,often found in concert halls and homes,2,20,0.1
A,piano,"often has a large, wooden body","often has a large, wooden body",1,20,0.05
A,piano,often has a wooden body,often has a wooden body,1,20,0.05
A,piano,often has a wooden frame,often has a wooden frame,2,20,0.1
A,piano,often has pedals to modify sound,often has pedals to modify sound,1,20,0.05
A,piano,often used in classical music,often used in classical music,12,20,0.6
A,piano,played by pressing keys,played by pressing keys,5,20,0.25
A,piano,played using a keyboard,played using a keyboard,1,20,0.05
A,piano,played using both hands,played using both hands,1,20,0.05
A,piano,produces music through strings struck by hammers,produces music through strings struck by hammers,1,20,0.05
A,piano,produces sound through strings,produces sound through strings,19,20,0.95
A,piano,ranges from low to high pitches,ranges from low to high pitches,4,20,0.2
A,piano,ranges from small uprights to grand pianos,ranges from small uprights to grand pianos,2,20,0.1
A,piano,ranges from soft to loud sounds,ranges from soft to loud sounds,1,20,0.05
A,piano,ranges from upright to grand designs,ranges from upright to grand designs,1,20,0.05
A,piano,requires finger dexterity,requires finger dexterity,1,20,0.05
A,piano,requires pedaling for sustain and damping,requires pedaling for sustain and damping,1,20,0.05
A,piano,requires pressing keys to make music,requires pressing keys to make music,1,20,0.05
A,piano,requires pressing keys to play,requires pressing keys to play,6,20,0.3
A,piano,requires tuning,requires tuning,1,20,0.05
A,piano,requires tuning for accurate pitch,requires tuning for accurate pitch,3,20,0.15
A,piano,requires tuning for optimal sound,requires tuning for optimal sound,4,20,0.2
A,piano,requires tuning to maintain pitch,requires tuning to maintain pitch,5,20,0.25
A,piano,requires tuning to maintain pitch accuracy,requires tuning to maintain pitch accuracy,2,20,0.1
A,piano,requires tuning to maintain proper pitch,requires tuning to maintain proper pitch,1,20,0.05
A,piano,typically has 88 keys,typically has 88 keys,1,20,0.05
A,piano,"typically has a large, rectangular body","typically has a large, rectangular body",1,20,0.05
A,piano,"typically has a large, upright or grand form","typically has a large, upright or grand form",1,20,0.05
A,piano,typically has a wooden frame,typically has a wooden frame,1,20,0.05
A,piano,typically has pedals for sustain and damping,typically has pedals for sustain and damping,1,20,0.05
A,piano,typically made of wood,typically made of wood,1,20,0.05
A,piano,used for both solo and ensemble performances,used for both solo and ensemble performances,4,20,0.2
A,piano,used for both solo performances and accompaniment,used for both solo performances and accompaniment,1,20,0.05
A,piano,used in a variety of musical genres,used in a variety of musical genres,1,20,0.05
A,piano,used in both solo and ensemble performances,used in both solo and ensemble performances,1,20,0.05
A,piano,used in classical and popular music,used in classical and popular music,3,20,0.15
A,piano,used in classical music,used in classical music,2,20,0.1
A,piano,used in solo performances and accompaniment,used in solo performances and accompaniment,2,20,0.1
A,piano,used in solo performances and ensembles,used in solo performances and ensembles,1,20,0.05
A,piano,varies in size from upright to grand,varies in size from upright to grand,5,20,0.25
A,pickaxe,can be a heavy tool,can be a heavy tool,1,20,0.05
A,pickaxe,can be a tool for self-defense,can be a tool for self-defense,1,20,0.05
A,pickaxe,can be a tool for self-defense in survival situations,can be a tool for self-defense in survival situations,1,20,0.05
A,pickaxe,can be a weapon in emergencies,can be a weapon in emergencies,2,20,0.1
A,pickaxe,can be heavy and durable,can be heavy and durable,1,20,0.05
A,pickaxe,can be swung like an axe,can be swung like an axe,5,20,0.25
A,pickaxe,can be swung with force,can be swung with force,5,20,0.25
A,pickaxe,can be used as a lever,can be used as a lever,5,20,0.25
A,pickaxe,can be used as a tool for self-defense,can be used as a tool for self-defense,1,20,0.05
A,pickaxe,can be used as a weapon,can be used as a weapon,1,20,0.05
A,pickaxe,can be used for digging,can be used for digging,6,20,0.3
A,pickaxe,can be used for digging in soil,can be used for digging in soil,1,20,0.05
A,pickaxe,can be used for prying,can be used for prying,2,20,0.1
A,pickaxe,can be used for prying and levering,can be used for prying and levering,1,20,0.05
A,pickaxe,can be used for self-defense,can be used for self-defense,1,20,0.05
A,pickaxe,can be used to break through hard surfaces,can be used to break through hard surfaces,1,20,0.05
A,pickaxe,can be used to dig and pry,can be used to dig and pry,1,20,0.05
A,pickaxe,can break through hard surfaces,can break through hard surfaces,1,20,0.05
A,pickaxe,comes in various sizes,comes in various sizes,2,20,0.1
A,pickaxe,comes in various sizes and designs,comes in various sizes and designs,1,20,0.05
